IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
003058-07012023,44933,2023,0.507939815,12,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,N22,0,21104823,E09000014,HARINGEY,Haringey,E05013595,NOEL PARK,NOEL PARK,,,531250,190250,,,London,Tottenham,263,Hornsey,270,Hornsey,2,3,3,2,728,1
003059-07012023,44933,2023,0.508969907,12,False Alarm,False alarm - Good intent,,Non Residential,Train station - concourse ,On land associated with building,RM14 2TD,RM14,10091579583,21301900,E09000016,HAVERING,Havering,E05013968,CRANHAM,CRANHAM,556114,186858,556150,186850,51.55900885,0.250678131,London,Hornchurch,349,Hornchurch,598,Harold Hill,2,2,2,1,364,1
003063-07012023,44933,2023,0.513842593,12,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,N1,0,20900687,E09000012,HACKNEY,Hackney,E05009378,HOXTON WEST,HOXTON WEST,,,532250,182950,,,London,Shoreditch,300,Islington,,,1,1,1,1,364,1
003064-07012023,44933,2023,0.514780093,12,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,EC1Y,0,21604520,E09000019,ISLINGTON,Islington,E05013699,BUNHILL,BUNHILL,,,532750,182050,,,London,Shoreditch,406,Soho,418,Bethnal Green,4,5,5,2,728,1
003067-07012023,44933,2023,0.524814815,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW19,0,22105400,E09000024,MERTON,Merton,E05013825,VILLAGE,VILLAGE,,,523650,170550,,,London,Wimbledon,357,Wimbledon,415,New Malden,2,2,2,1,364,1
003068-07012023,44933,2023,0.524837963,12,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N4,0,20900873,E09000012,HACKNEY,Hackney,E05009387,WOODBERRY DOWN,WOODBERRY DOWN,,,531950,187750,,,London,Stoke Newington,375,Holloway,,,1,1,1,1,364,1
003069-07012023,44933,2023,0.529560185,12,Special Service,Special Service,Other rescue/release of persons,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,E2,0,22700779,E09000030,TOWER HAMLETS,Tower Hamlets,E05009331,ST. PETER'S,ST. PETER'S,,,534550,182750,,,London,Bethnal Green,264,Bethnal Green,,,1,1,1,1,364,2
003073-07012023,44933,2023,0.534398148,12,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,CR0,0,20502897,E09000008,CROYDON,Croydon,E05011487,WADDON,WADDON,,,531150,164250,,,London,Croydon,320,Croydon,321,Croydon,1,2,2,1,364,1
003074-07012023,44933,2023,0.536550926,12,Special Service,Special Service,Effecting entry/exit,Non Residential,Other education establishment,Nearby address - street not listed in gazetteer,W3 8JH,W3,12146477,20600480,E09000009,EALING,Ealing,E05013536,SOUTH ACTON,SOUTH ACTON,519811,180075,519850,180050,51.50691646,-0.275023439,London,Acton,206,Acton,,,1,1,1,1,364,1
003075-07012023,44933,2023,0.542048611,13,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E11,0,22302942,E09000026,REDBRIDGE,Redbridge,E05011255,WANSTEAD VILLAGE,WANSTEAD VILLAGE,,,540650,188350,,,London,Leytonstone,,,,,1,1,1,1,364,1
003076-07012023,44933,2023,0.542175926,13,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,W6 7NJ,W6,34077117,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,BROOK GREEN,BROOK GREEN,523367,178865,523350,178850,51.49527975,-0.224234936,London,Hammersmith,97,Hammersmith,116,Hammersmith,1,2,2,1,364,1
003077-07012023,44933,2023,0.545462963,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW3,0,21501361,E09000018,HOUNSLOW,Hounslow,E05013622,HOUNSLOW HEATH,HOUNSLOW HEATH,,,513150,175350,,,London,Heston,380,Heston,382,Heston,1,2,2,1,364,1
003078-07012023,44933,2023,0.548414352,13,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,HA0,0,20201390,E09000005,BRENT,Brent,E05013505,NORTHWICK PARK,NORTHWICK PARK,,,516250,185950,,,London,Wembley,375,Wembley,,,1,1,1,1,364,1
003079-07012023,44933,2023,0.550717593,13,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,E17,0,22869300,E09000031,WALTHAM FOREST,Waltham Forest,E05013893,HOE STREET,HOE STREET,,,537650,189450,,,London,Walthamstow,231,Walthamstow,,,1,1,1,1,364,1
003080-07012023,44933,2023,0.550729167,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,BR7,0,20304249,E09000006,BROMLEY,Bromley,E05013993,CHISLEHURST,CHISLEHURST,,,543250,171450,,,London,Eltham,342,Eltham,433,Sidcup,2,2,2,1,364,1
003081-07012023,44933,2023,0.559236111,13,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E14,0,22702401,E09000030,TOWER HAMLETS,Tower Hamlets,E05009325,LANSBURY,LANSBURY,,,538350,181450,,,London,Poplar,263,Poplar,,,1,1,1,1,364,1
003082-07012023,44933,2023,0.559872685,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SE18,0,20800400,E09000011,GREENWICH,Greenwich,E05014087,PLUMSTEAD & GLYNDON,PLUMSTEAD & GLYNDON,,,544950,178450,,,London,Plumstead,119,Plumstead,169,Plumstead,1,2,2,1,364,1
003083-07012023,44933,2023,0.559918981,13,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,CR7,0,20501131,E09000008,CROYDON,Croydon,E05011488,WEST THORNTON,WEST THORNTON,,,530850,168250,,,London,Norbury,167,Norbury,,,1,1,1,1,364,1
003085-07012023,44933,2023,0.560185185,13,Special Service,Special Service,Making Safe (not RTC),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,IG1,0,22302246,E09000026,REDBRIDGE,Redbridge,E05011247,LOXFORD,LOXFORD,,,544450,185150,,,London,Ilford,473,Ilford,,,1,1,1,2,728,1
003086-07012023,44933,2023,0.560509259,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,E1,0,22700517,E09000030,TOWER HAMLETS,Tower Hamlets,E05009333,SPITALFIELDS & BANGLATOWN,SPITALFIELDS & BANGLATOWN,,,533850,181850,,,London,Whitechapel,196,Whitechapel,282,Shoreditch,2,2,2,1,364,1
003087-07012023,44933,2023,0.561631944,13,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,W6 7NJ,W6,34163002,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,BROOK GREEN,BROOK GREEN,523369,178864,523350,178850,51.4952688,-0.224205068,London,Hammersmith,97,Hammersmith,,,1,1,1,1,364,1
003088-07012023,44933,2023,0.562407407,13,Special Service,Special Service,Medical Incident,Non Residential,Single shop ,Correct incident location,DA14 6EN,DA14,10090797000,20101300,E09000004,BEXLEY,Bexley,E05011230,SIDCUP,SIDCUP,546464,171671,546450,171650,51.42513687,0.105279985,London,Sidcup,30,Sidcup,,,1,1,1,1,364,1
003089-07012023,44933,2023,0.562708333,13,False Alarm,AFA,,Non Residential,Bank/Building Society ,Within same building,EN2 6AJ,EN2,207037780,20702600,E09000010,ENFIELD,Enfield,E05013693,TOWN,TOWN,532582,196586,532550,196550,51.6524416,-0.0848923,London,Enfield,483,Enfield,,,1,1,1,1,364,1
003090-07012023,44933,2023,0.563171296,13,Special Service,Special Service,Effecting entry/exit,Road Vehicle,Van ,In street outside gazetteer location,N1 4BD,N1,10008299673,20901008,E09000012,HACKNEY,Hackney,E05009371,DE BEAUVOIR,DE BEAUVOIR,533284,184711,533250,184750,51.5455651,-0.079254902,London,Shoreditch,281,Islington,,,1,1,1,1,364,1
003092-07012023,44933,2023,0.56505787,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W11,0,21700911,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009392,COLVILLE,COLVILLE,,,524550,180850,,,London,North Kensington,208,Kensington,217,North Kensington,3,3,3,1,364,1
003094-07012023,44933,2023,0.571516204,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W11,0,21700970,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009392,COLVILLE,COLVILLE,,,524750,181050,,,London,North Kensington,363,Paddington,513,Hammersmith,2,3,3,1,364,1
003096-07012023,44933,2023,0.572685185,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,E1,0,22700517,E09000030,TOWER HAMLETS,Tower Hamlets,E05009333,SPITALFIELDS & BANGLATOWN,SPITALFIELDS & BANGLATOWN,,,533850,181850,,,London,Whitechapel,15,Whitechapel,,,1,1,1,1,364,1
003097-07012023,44933,2023,0.573414352,13,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,E1,0,22702380,E09000030,TOWER HAMLETS,Tower Hamlets,E05009332,SHADWELL,SHADWELL,,,535250,181150,,,London,Shadwell,280,Bethnal Green,,,1,1,1,1,364,1
003098-07012023,44933,2023,0.574953704,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,HA3,0,20202266,E09000005,BRENT,Brent,E05013502,KENTON,KENTON,,,519050,188050,,,London,Stanmore,417,Stanmore,420,Stanmore,1,2,2,1,364,1
003099-07012023,44933,2023,0.576446759,13,Special Service,Special Service,Other Transport incident,Outdoor,Road surface/pavement ,In street outside gazetteer location,SE18 6QW,SE18,10025569798,20800265,E09000011,GREENWICH,Greenwich,E05014092,WOOLWICH ARSENAL,WOOLWICH ARSENAL,543400,178889,543450,178850,51.49077577,0.064168662,London,Plumstead,515,Plumstead,,,1,1,1,1,364,1
003100-07012023,44933,2023,0.582048611,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW9,0,21901007,E09000022,LAMBETH,Lambeth,E05014096,BRIXTON NORTH,BRIXTON NORTH,,,530650,175850,,,London,Brixton,346,Brixton,403,Clapham,2,2,2,1,364,1
003101-07012023,44933,2023,0.582731481,13,Special Service,Special Service,Removal of objects from people,Non Residential,Fire station ,Correct incident location,SE9 1BA,SE9,2.00001E+11,20800526,E09000011,GREENWICH,Greenwich,E05014079,ELTHAM TOWN & AVERY HILL,ELTHAM TOWN & AVERY HILL,543199,174424,543150,174450,51.45070389,0.059465881,London,Eltham,21,Eltham,,,1,1,1,1,364,1
003104-07012023,44933,2023,0.587013889,14,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,CR4 3HG,CR4,48128572,22100687,E09000024,MERTON,Merton,E05013817,LAVENDER FIELDS,LAVENDER FIELDS,527698,169268,527650,169250,51.4080732,-0.1653457,London,Mitcham,304,Mitcham,,,1,1,1,1,364,2
003106-07012023,44933,2023,0.589849537,14,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,CR5,0,20502606,E09000008,CROYDON,Croydon,E05011474,OLD COULSDON,OLD COULSDON,,,530250,158650,,,London,Purley,677,Purley,,,1,1,1,1,364,1
003108-07012023,44933,2023,0.593541667,14,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW6,0,20201215,E09000005,BRENT,Brent,E05013498,BRONDESBURY PARK,BRONDESBURY PARK,,,524150,184050,,,London,Willesden,367,West Hampstead,,,1,1,1,1,364,1
003109-07012023,44933,2023,0.595104167,14,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,W3,0,20600794,E09000009,EALING,Ealing,E05013521,EALING COMMON,EALING COMMON,,,519250,179550,,,London,Acton,252,Acton,,,1,1,1,1,364,1
003111-07012023,44933,2023,0.597905093,14,False Alarm,AFA,,Dwelling,House - single occupancy ,Within same building,,SW1W,0,8400110,E09000033,WESTMINSTER,Westminster,E05013797,KNIGHTSBRIDGE & BELGRAVIA,KNIGHTSBRIDGE & BELGRAVIA,,,528450,178750,,,London,Chelsea,411,Lambeth,,,1,1,1,1,364,1
003112-07012023,44933,2023,0.601921296,14,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,TW14 0DT,TW14,1.00022E+11,21500331,E09000018,HOUNSLOW,Hounslow,E05013613,FELTHAM NORTH,FELTHAM NORTH,511935,173706,511950,173750,51.45128507,-0.390483009,London,Feltham,336,Feltham,660,Heston,2,2,2,1,364,1
003113-07012023,44933,2023,0.602152778,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,HA6,0,21400870,E09000017,HILLINGDON,Hillingdon,E05013574,NORTHWOOD,NORTHWOOD,,,509650,190850,,,London,Ruislip,396,Harrow,418,Ruislip,2,2,2,1,364,1
003115-07012023,44933,2023,0.610150463,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW9,0,22406681,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013784,NORTH RICHMOND,NORTH RICHMOND,,,518850,175350,,,London,Richmond,147,Richmond,,,1,1,1,1,364,1
003118-07012023,44933,2023,0.617766204,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SE16,0,22500082,E09000028,SOUTHWARK,Southwark,E05011116,SOUTH BERMONDSEY,SOUTH BERMONDSEY,,,534650,178750,,,London,Old Kent Road,227,Old Kent Road,258,Old Kent Road,5,5,5,1,364,1
003120-07012023,44933,2023,0.621087963,14,False Alarm,False alarm - Good intent,,Outdoor,Roadside vegetation ,Nearby address - no building in street,SL3 0FD,SL3,10022800952,21402944,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,503754,175361,503750,175350,51.46772198,-0.507687946,London,Hayes,467,Hayes,517,Heathrow,4,4,4,1,364,1
003121-07012023,44933,2023,0.621597222,14,Special Service,Special Service,Medical Incident,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SE1,0,22502204,E09000028,SOUTHWARK,Southwark,E05011095,BOROUGH & BANKSIDE,BOROUGH & BANKSIDE,,,532150,179550,,,London,Dowgate,225,Lambeth,,,1,1,1,1,364,1
003123-07012023,44933,2023,0.624166667,14,Fire,Primary Fire,,Non Residential,Other cultural venue ,Correct incident location,EC1A 7JQ,EC1A,1.00023E+11,8100136,E09000001,CITY OF LONDON,City Of london,E05009304,FARRINGDON WITHIN,FARRINGDON WITHIN,531991,181749,531950,181750,51.519249,-0.0990044,London,Dowgate,295,Shoreditch,411,Islington,2,2,2,1,364,1
003124-07012023,44933,2023,0.624328704,14,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,SE23,0,22002062,E09000023,LEWISHAM,Lewisham,E05013729,PERRY VALE,PERRY VALE,,,536650,172950,,,London,Forest Hill,287,Forest Hill,,,1,1,1,1,364,1
003126-07012023,44933,2023,0.625219907,15,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,BR6,0,20300069,E09000006,BROMLEY,Bromley,E05013997,FARNBOROUGH & CROFTON,FARNBOROUGH & CROFTON,,,543350,164750,,,London,Orpington,461,Orpington,,,1,1,1,1,364,1
003129-07012023,44933,2023,0.626851852,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE13,0,22004177,E09000023,LEWISHAM,Lewisham,E05013725,LADYWELL,LADYWELL,,,538050,174950,,,London,Lewisham,102,Lewisham,,,1,1,1,1,364,1
003131-07012023,44933,2023,0.632222222,15,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,W13 0SU,W13,10025495654,20600261,E09000009,EALING,Ealing,E05013525,HANWELL BROADWAY,HANWELL BROADWAY,516477,180387,516450,180350,51.51042075,-0.322939084,London,Ealing,197,Ealing,,,1,1,1,1,364,1
003133-07012023,44933,2023,0.634699074,15,False Alarm,False alarm - Good intent,,Non Residential,Airport building (not terminal or hangar) ,Correct incident location,TW6 2GD,TW6,10059101692,21402975,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,504860,175747,504850,175750,0,0,London,Heathrow,187,Heathrow,403,Heathrow,3,3,4,4,1456,2
003135-07012023,44933,2023,0.638125,15,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,WC1N 3BG,WC1N,5110247,20499108,E09000007,CAMDEN,Camden,E05013662,HOLBORN & COVENT GARDEN,HOLBORN & COVENT GARDEN,530415,181992,530450,181950,51.5217984,-0.1216162,London,Euston,300,Soho,,,1,1,1,1,364,1
003136-07012023,44933,2023,0.639189815,15,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street outside gazetteer location,TW2 6RS,TW2,1.00024E+11,22403512,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013787,SOUTH TWICKENHAM,SOUTH TWICKENHAM,515110,173235,515150,173250,51.44641611,-0.344965383,London,Twickenham,339,Twickenham,,,1,1,1,3,1092,1
003137-07012023,44933,2023,0.640775463,15,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SM2,0,22602404,E09000029,SUTTON,Sutton,E05013755,BELMONT,BELMONT,,,525650,162350,,,London,Sutton,301,Sutton,549,Wallington,2,2,2,2,728,1
003139-07012023,44933,2023,0.646655093,15,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,BR7 6HA,BR7,10025714260,20303525,E09000006,BROMLEY,Bromley,E05013993,CHISLEHURST,CHISLEHURST,545613,170828,545650,170850,51.41777863,0.092706999,London,Sidcup,219,Sidcup,,,1,1,1,1,364,1
003140-07012023,44933,2023,0.651215278,15,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,UB10,0,21401907,E09000017,HILLINGDON,Hillingdon,E05013571,HILLINGDON EAST,HILLINGDON EAST,,,507450,184450,,,London,Hillingdon,212,Hillingdon,,,1,1,1,1,364,1
003141-07012023,44933,2023,0.651412037,15,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,NW6,0,20202234,E09000005,BRENT,Brent,E05013503,KILBURN,KILBURN,,,524950,183050,,,London,North Kensington,320,Paddington,337,Paddington,4,5,5,6,2184,3
003145-07012023,44933,2023,0.653946759,15,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,E13 8SL,E13,46255350,22200647,E09000025,NEWHAM,Newham,E05013919,PLAISTOW SOUTH,PLAISTOW SOUTH,541258,182391,541250,182350,51.52278163,0.034741175,London,Plaistow,141,Plaistow,,,1,1,1,1,364,1
003146-07012023,44933,2023,0.654803241,15,Special Service,Special Service,Evacuation (no fire),Dwelling,House - single occupancy ,Within same building,,KT9,0,21800219,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013936,KING GEORGE'S & SUNRAY,KING GEORGE'S & SUNRAY,,,518650,164950,,,London,Surbiton,688,Surbiton,,,1,1,1,1,364,1
003147-07012023,44933,2023,0.655023148,15,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,TW1,0,22403506,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013785,ST. MARGARETS & NORTH TWICKENHAM,ST. MARGARETS & NORTH TWICKENHAM,,,515750,174150,,,London,Twickenham,384,Heston,393,Heston,1,2,2,1,364,1
003150-07012023,44933,2023,0.656944444,15,Special Service,Special Service,Lift Release,Other Residential,Student Hall of Residence ,Correct incident location,WC1N 1AS,WC1N,5144254,20400999,E09000007,CAMDEN,Camden,E05013666,KING'S CROSS,KING'S CROSS,530413,182190,530450,182150,51.52357914,-0.121561232,London,Euston,227,Euston,,,1,1,1,1,364,1
003151-07012023,44933,2023,0.657673611,15,Special Service,Special Service,Hazardous Materials incident,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,CR4,0,22103939,E09000024,MERTON,Merton,E05013821,POLLARDS HILL,POLLARDS HILL,,,530350,168250,,,London,Norbury,755,Norbury,,,1,1,1,1,364,2
003152-07012023,44933,2023,0.658576389,15,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,CR4,0,22105073,E09000024,MERTON,Merton,E05013813,CRICKET GREEN,CRICKET GREEN,,,526750,168850,,,London,Mitcham,225,Mitcham,366,Wimbledon,2,2,2,1,364,1
003156-07012023,44933,2023,0.667094907,16,False Alarm,False alarm - Good intent,,Outdoor,Domestic garden (vegetation not equipment) ,In street close to gazetteer location,SE24 9QX,SE24,1.00023E+11,21900703,E09000022,LAMBETH,Lambeth,E05014104,HERNE HILL & LOUGHBOROUGH JUNCTION,HERNE HILL & LOUGHBOROUGH JUNCTION,532341,174912,532350,174950,51.45772815,-0.096513021,London,Brixton,285,Brixton,,,1,1,1,1,364,1
003157-07012023,44933,2023,0.667696759,16,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW15,0,22906311,E09000032,WANDSWORTH,Wandsworth,E05014017,ROEHAMPTON,ROEHAMPTON,,,521850,175350,,,London,Richmond,416,Richmond,,,2,2,3,4,1456,1
